period,actual,forecast,lower_ci,upper_ci,error,abs_error,pct_error,in_ci,n_train
2019-01-01,0.0144393475029982,0.01648103907455397,0.012332561913717812,0.020629516235390128,-0.0020416915715557697,0.0020416915715557697,14.139777238076935,True,264
2019-02-01,0.0160623780101305,0.015159073186338603,0.011014108958662127,0.01930403741401508,0.0009033048237918964,0.0009033048237918964,5.623730329482872,True,265
2019-03-01,0.0173340132130404,0.016569951441328997,0.012432648294446506,0.020707254588211488,0.000764061771711403,0.000764061771711403,4.407875789183075,True,266
2019-04-01,0.0187729816128694,0.017351623503797,0.013221786613361958,0.021481460394232044,0.001421358109072398,0.001421358109072398,7.571296549387858,True,267
2019-05-01,0.0164593849548131,0.019254377470372626,0.015128989608767768,0.023379765331977484,-0.0027949925155595252,0.0027949925155595252,16.98114797869288,True,268
2019-06-01,0.0192145649446207,0.016544262951594998,0.012441028503654918,0.02064749739953508,0.0026703019930257033,0.0026703019930257033,13.897280530274402,True,269
2019-07-01,0.0175925372853571,0.018980822809546233,0.014873472530028315,0.023088173089064152,-0.0013882855241891326,0.0013882855241891326,7.891331998737057,True,270
2019-08-01,0.0162024689599533,0.01752774322442885,0.013425593998828193,0.021629892450029505,-0.0013252742644755504,0.0013252742644755504,8.179458746387072,True,271
2019-09-01,0.015231049556073,0.01626128794244267,0.012166029296347343,0.020356546588537992,-0.0010302383863696682,0.0010302383863696682,6.764066931676986,True,272
2019-10-01,0.017208662652048,0.01546021055187643,0.011365982286948365,0.019554438816804496,0.0017484521001715683,0.0017484521001715683,10.160302026511546,True,273
2019-11-01,0.0161876505623039,0.017421760020155788,0.013315972657197524,0.021527547383114052,-0.001234109457851889,0.001234109457851889,7.623771300856676,True,274
2019-12-01,0.0159711357389547,0.016596583426717187,0.012496859791550876,0.0206963070618835,-0.000625447687762487,0.000625447687762487,3.916112779863094,True,275
