period,actual,forecast,lower_ci,upper_ci,sigma_residual,in_ci,n_train,Country,alpha
2019-01-01,1.044509660861337,1.1204569567852707,0.7195011679794566,1.5214127455910846,0.20457303908056587,True,223,Korea,0.001082636733874054
2019-02-01,1.0963131038974616,1.1038871647843331,0.7037186753841722,1.504055654184494,0.20417134832917283,True,224,Korea,0.001082636733874054
2019-03-01,0.7431305026827317,1.152322728673672,0.7530486570087819,1.551596800338562,0.20371500436452558,False,225,Korea,0.001082636733874054
2019-04-01,0.7036079980944798,0.8109955621754481,0.40922121782752635,1.21276990652337,0.20499067713338945,True,226,Korea,0.001082636733874054
2019-05-01,0.5713094265130003,0.7936113403666605,0.3924982112871238,1.1947244694461971,0.20465331620553534,True,227,Korea,0.001082636733874054
2019-06-01,0.6848100238322274,0.6632841325695398,0.2620915331896031,1.0644767319494766,0.20469386302222528,True,228,Korea,0.001082636733874054
2019-07-01,0.8752394859390833,0.7719957878558916,0.37167329082713896,1.1723182848846443,0.20424992509374942,True,229,Korea,0.001082636733874054
2019-08-01,0.8357406031631598,0.9305111942461202,0.5308621612437721,1.3301602272484683,0.20390631468472317,True,230,Korea,0.001082636733874054
2019-09-01,0.4753377597945807,0.899401366183104,0.5004477289884097,1.2983550033777982,0.20355151438576918,False,231,Korea,0.001082636733874054
2019-10-01,0.6274593482755719,0.543370370511626,0.14172576328289588,0.945014977740356,0.20492448350931522,True,232,Korea,0.001082636733874054
2019-11-01,0.5227940529351827,0.6434195931026361,0.24249821845562752,1.0443409677496447,0.20455548051363456,True,233,Korea,0.001082636733874054
2019-12-01,0.6283502367223193,0.581718612115899,0.18141115799859053,0.9820260662332075,0.20424224999789928,True,234,Korea,0.001082636733874054
