period,actual,forecast,lower_ci,upper_ci,sigma_residual,in_ci,n_train,Country,alpha
2019-01-01,1.3107020828029725,1.2394276685961727,0.7618196809543789,1.7170356562379665,0.24368202242954703,True,252,Germany,0.03856620421163472
2019-02-01,1.273833433142535,1.2491546637524331,0.7723961407168812,1.7259131867879849,0.2432486141562612,True,253,Germany,0.03856620421163472
2019-03-01,0.949692441772676,1.207161198842016,0.7312688676118554,1.6830535300721765,0.24280667144087265,True,254,Germany,0.03856620421163472
2019-04-01,1.8668619811426979,1.0624668817574177,0.5866247082963214,1.538309055218514,0.24278108027212672,False,255,Germany,0.03856620421163472
2019-05-01,1.1639248877881592,1.5583656210929142,1.0740162867441372,2.0427149554416912,0.2471215482372446,True,256,Germany,0.03856620421163472
2019-06-01,1.5821291570195406,1.1148339973974932,0.6292593415138463,1.6004086532811401,0.24774672377339477,True,257,Germany,0.03856620421163472
2019-07-01,1.6103212867435879,1.5316310956571915,1.0434173515686271,2.0198448397457556,0.24909322208955476,True,258,Germany,0.03856620421163472
2019-08-01,1.4154514123488227,1.4111731814470387,0.923908135600648,1.8984382272934295,0.24860918347983704,True,259,Germany,0.03856620421163472
2019-09-01,1.5411584344010798,1.386294116913792,0.8998528587921115,1.8727353750354723,0.24818887589704042,True,260,Germany,0.03856620421163472
2019-10-01,1.5751975124438822,1.433051092588199,0.9474936500776658,1.918608535098732,0.24773794127879306,True,261,Germany,0.03856620421163472
2019-11-01,1.6261912169230897,1.4414002568168856,0.9565062521784066,1.9262942614553644,0.24739944634863756,True,262,Germany,0.03856620421163472
2019-12-01,1.6736884890636183,1.5004606329708854,1.016241931184072,1.9846793347576988,0.24705489774621814,True,263,Germany,0.03856620421163472
