period,Belgium,Germany,Israel,Korea,Latvia,Lithuania,Norway,Switzerland
2000-12-01,10.20304739069875,6.477083615778234,-0.5390848634876377,5.187212324003276,7.772655145570617,,4.717382409231163,5.386013066739714
2001-01-01,6.9377345723175665,5.160112877508283,-1.1976191046715101,8.01747818994425,3.307525168178582,,3.9181305062794713,3.111231613896237
2001-02-01,6.852680379513032,4.286370443178189,-1.1976191046715101,6.763283442470147,3.307525168178582,,3.9181305062794713,1.2671059828344156
2001-03-01,4.202719541376876,3.321776346248484,-1.1976191046715101,7.440871838256324,3.307525168178582,,3.9181305062794713,0.47411192989370576
2001-04-01,5.026308879923302,3.908135004247182,-1.3423020332140823,12.438371968773598,4.562194642320794,,1.3986241974739855,0.6807830361246658
2001-05-01,4.295780788320602,3.1563111023065638,-1.3423020332140823,8.979740023195593,4.562194642320794,,1.3986241974739855,-0.14057140446830374
2001-06-01,5.894084621738838,3.1563111023065638,-1.3423020332140823,6.418843381570571,4.562194642320794,,1.3986241974739855,-0.45467775597956006
2001-07-01,4.154245564651937,1.2918558991557028,-0.8032171697264445,5.208307987022476,0.0,,-3.3285977633466857,-0.8507174990086241
2001-08-01,1.0872992097137768,-0.5872007477222496,-0.8032171697264445,4.136921318985731,0.0,,-3.3285977633466857,-1.6264568976761318
2001-09-01,-2.1197041663119975,-2.7973852042406655,-0.8032171697264445,1.0986313874351339,0.0,,-3.3285977633466857,-3.967503233481473
2001-10-01,-3.2561016049312386,-4.684697329678844,-1.910017137341935,-2.391067062168606,-1.4010737069598989,,-5.958349730802404,-4.84546771138632
2001-11-01,-5.53164406707074,-5.267455155097434,-1.910017137341935,-8.563699524497537,-1.4010737069598989,,-5.958349730802404,-6.439349902144453
2001-12-01,-4.238802495396765,-3.6668803637087244,-1.910017137341935,-8.874765822037212,-1.4010737069598989,,-5.958349730802404,-6.253604300978921
2002-01-01,-1.5034171032086263,-2.60678267699177,-4.238501817217166,-11.1569901288755,3.20162138989577,,-6.302898782168498,-4.448929489555287
2002-02-01,-2.8067287594873314,-2.597548640326064,-4.238501817217166,-9.55068801565604,3.20162138989577,,-6.302898782168498,-4.169560883541212
2002-03-01,1.4350240175777351,-1.6470960595924566,-4.238501817217166,-6.133492777429872,3.20162138989577,,-6.302898782168498,-3.6161750383683966
2002-04-01,-1.2115426905889848,-1.8757877070557427,-0.6779686985378675,-6.789378770537269,4.5271770816865065,,-9.461597637484864,-3.0665653198323817
2002-05-01,-2.5379595497053486,-3.39412334280329,-0.6779686985378675,-8.623092131781718,4.5271770816865065,,-9.461597637484864,-3.554357644653372
2002-06-01,-5.843921590839951,-4.471333040994363,-0.6779686985378675,-11.221046379729582,4.5271770816865065,,-9.461597637484864,-3.9721294136021434
2002-07-01,-4.970884313775326,-3.8054532263099183,0.8032171697264445,-10.814215861970311,7.133753844620649,,-7.671491758086191,-3.890225026478511
2002-08-01,-3.612466032810424,-2.383903117605257,0.8032171697264445,-8.576116893671504,7.133753844620649,,-7.671491758086191,-3.3085468741743895
2002-09-01,-0.7166717935093381,-1.5485717439379876,0.8032171697264445,-5.631427031531189,7.133753844620649,,-7.671491758086191,-2.709410287751801
2002-10-01,0.04975743354309614,-0.11997601919038203,3.3855636939338574,-0.4325889947121908,7.800563220845991,,-5.452980945939689,-1.1351634719493298
2002-11-01,0.04998750416502773,-1.0876240144138904,3.3855636939338574,0.12353306079928572,7.800563220845991,,-5.452980945939689,-0.5774135920354695
2002-12-01,0.09977551339082069,-0.12055456553490274,3.3855636939338574,2.832047678745564,7.800563220845991,,-5.452980945939689,-0.017256255435338375
2003-01-01,0.19846198525952374,-0.1201201345634395,7.5304383064130676,2.4104041819361655,7.042909777371609,,-4.726980947672388,0.3791147053269661
2003-02-01,1.1124960226654323,-0.23952107259548328,7.5304383064130676,5.063037521911529,7.042909777371609,,-4.726980947672388,0.25014029517507197
2003-03-01,-1.3370808168000181,-1.5541257211211246,7.5304383064130676,2.804819838802697,7.042909777371609,,-4.726980947672388,0.8310890487296163
2003-04-01,-2.1278722344759693,-3.369753249717089,5.556985115481083,-3.5492838286513617,6.3513405722325444,,-0.9863093655171795,-1.305299769429169
2003-05-01,-3.75217123889815,-4.13181493307313,5.556985115481083,-2.550715837775819,6.3513405722325444,,-0.9863093655171795,-1.2163186398721493
2003-06-01,-2.4238227373575505,-3.1787517436884904,5.556985115481083,1.276324182609745,6.3513405722325444,,-0.9863093655171795,-1.9237221171283458
2003-07-01,-2.6330764528339934,-2.329964382805283,4.561051125205218,3.1665999909089138,5.888733733354368,,3.482397587170194,-1.6959140207826628
2003-08-01,-1.7665834012512427,-2.1952101019881987,4.561051125205218,2.56650654275985,5.888733733354368,,3.482397587170194,-0.9645119738520336
2003-09-01,-2.944720132630163,-2.799939450035893,4.561051125205218,-1.5304693667173908,5.888733733354368,,3.482397587170194,-1.317290908949964
2003-10-01,-3.4669464128501915,-2.92347251083509,5.567780948300083,-0.791352059070416,7.387489908425948,,2.8170876966696845,-1.5745631990586872
2003-11-01,-2.0065030536490447,-1.7157283618577601,5.567780948300083,6.170529322817053,7.387489908425948,,2.8170876966696845,-1.4013023591353146
2003-12-01,-2.857698570254641,-2.9377877716731504,5.567780948300083,6.269933590704291,7.387489908425948,,2.8170876966696845,-1.4952899658063679
2004-01-01,-3.582623309359345,-3.1748698314580714,5.542980493933047,7.173878755750085,5.998799772144814,,5.562931479281374,-1.7612045916361119
2004-02-01,-2.9566177806542804,-3.2909734088797826,5.542980493933047,3.6234475843616387,5.998799772144814,,5.562931479281374,-1.6503458039819563
2004-03-01,-2.0522416384993747,-1.7011345826537294,5.542980493933047,3.2431245068897496,5.998799772144814,,5.562931479281374,-2.034202189004919
2004-04-01,1.8072405625763288,0.48840145924256007,6.598535042299591,7.898338554057727,6.1167460877986635,,5.15135344501072,-0.034581136334921325
2004-05-01,4.146843680162071,2.4511031014350593,6.598535042299591,13.635103064136445,6.1167460877986635,,5.15135344501072,1.20774414897733
2004-06-01,4.557369307859815,2.089811763761684,6.598535042299591,11.688318856965907,6.1167460877986635,,5.15135344501072,1.76841578737843
2004-07-01,6.62693110199104,2.087245817044181,6.890794219054008,13.32108716909186,8.443206165714123,,3.261730492383119,1.4628036195168725
2004-08-01,5.718690711553709,2.5564386705795528,6.890794219054008,15.40166046108613,8.443206165714123,,3.261730492383119,1.8169733293333046
2004-09-01,5.937675468013293,2.799939450035893,6.890794219054008,15.740144915061904,8.443206165714123,,3.261730492383119,1.7982675297344208
2004-10-01,8.546518418062199,3.9981097183834358,9.140975040149435,15.566285310800243,10.354067894084018,,2.4275598405846033,2.5228424847775877
2004-11-01,5.8665669116754415,2.6830877796956365,9.140975040149435,7.895086363919468,10.354067894084018,,2.4275598405846033,2.4673372139246474
2004-12-01,5.162033172081415,2.089811763761684,9.140975040149435,0.6785650565793055,10.354067894084018,,2.4275598405846033,1.9773430642113787
2005-01-01,6.633500564485306,2.93419582840162,8.568288054979778,3.085046220394805,9.70289612150994,,0.10400416954139402,1.75260429062023
2005-02-01,6.968479040816078,3.4108056580906876,8.568288054979778,3.148905518678635,9.70289612150994,,0.10400416954139402,2.431231052339733
2005-03-01,8.439533426637347,3.373813963185057,8.568288054979778,3.306980839176088,9.70289612150994,,0.10400416954139402,2.3664142582460634
2005-04-01,5.783067354957883,2.4068550520519594,7.76301612681527,4.577485497380973,12.37149167776419,,0.20898649194602825,2.1894315084837856
2005-05-01,5.321168942730914,1.4423326961104266,7.76301612681527,-1.2350234165590557,12.37149167776419,,0.20898649194602825,0.9982592176682736
2005-06-01,6.887831738865291,3.2318791255167234,7.76301612681527,1.9141046848237586,12.37149167776419,,0.20898649194602825,0.9196850246158128
2005-07-01,7.460135691294845,3.5803346814609505,8.978201007013809,2.9213599156060255,14.025589150844198,,-0.6230549750636527,1.9600918534131928
2005-08-01,6.3910145014870245,3.0771658666753687,8.978201007013809,1.1427389807787236,14.025589150844198,,-0.6230549750636527,1.4132705854687622
2005-09-01,6.882436529394997,3.3060862260888335,8.978201007013809,4.056076637330275,14.025589150844198,,-0.6230549750636527,2.186527786959225
2005-10-01,5.88708946977885,2.9258962538215805,2.9447201326300743,0.6438881325165902,11.23035698917585,,0.6237026455547579,1.3512577866965358
2005-11-01,7.690316213439186,4.009971207643126,2.9447201326300743,3.4207388190576005,11.23035698917585,,0.6237026455547579,0.7751646634615916
2005-12-01,9.365874328915158,5.4451319604170045,2.9447201326300743,7.361585716783736,11.23035698917585,,0.6237026455547579,1.457764189277455
2006-01-01,12.130247617926138,5.165467486489117,2.8826829761616324,2.2088536093292532,9.687014892129842,,2.0576857688759276,2.102115616201239
2006-02-01,9.576097353089974,4.907526752132707,2.8826829761616324,1.134950358442044,9.687014892129842,,2.0576857688759276,1.888206473227072
2006-03-01,9.967338383562296,4.290513134022245,2.8826829761616324,-0.023660239078715506,9.687014892129842,,2.0576857688759276,1.6196052043465414
2006-04-01,7.098048064454154,5.775276749786151,6.787742240308603,0.1984011854633927,9.623976388241928,,1.7589693026986097,2.0016580530799466
2006-05-01,6.188707498517942,6.132632698872698,6.787742240308603,4.280354053528335,9.623976388241928,,1.7589693026986097,3.63464197330563
2006-06-01,5.429028820032311,4.828524115946209,6.787742240308603,3.7330272008824217,9.623976388241928,,1.7589693026986097,4.065770997906082
2006-07-01,3.1885796577338255,5.363521583263164,6.725222700916689,2.49219966950589,8.629095293747557,,4.580953603129423,3.481654233544784
2006-08-01,5.3953617180406255,4.779066383634856,6.725222700916689,3.35189462035439,8.629095293747557,,4.580953603129423,4.050746370125147
2006-09-01,1.6380108837025453,3.5371628152278234,6.725222700916689,-1.6482649062687926,8.629095293747557,,4.580953603129423,3.3306186284042028
2006-10-01,0.25599657811481435,2.618248594564321,6.899287148695166,-2.3353570311739347,7.750356115485957,,8.727041079498932,3.040300256659556
2006-11-01,1.6230000198060424,2.398744367320127,6.899287148695166,-1.6723186153038583,7.750356115485957,,8.727041079498932,4.081860036939489
2006-12-01,0.5641295863377138,1.6000341346440905,6.899287148695166,-0.583432226725833,7.750356115485957,,8.727041079498932,3.7865699395821295
2007-01-01,-3.234987560955993,0.5704522029642334,6.351340572232633,-1.3956465447574118,6.386383315515776,0.2525253867193378,6.980720377950966,3.1093165157065172
2007-02-01,-2.5540702560206796,0.5685063634608412,6.351340572232633,1.5675964825438982,6.386383315515776,2.394569359635401,6.980720377950966,2.607871620579605
2007-03-01,-3.3923049885956402,0.4530019071750324,6.351340572232633,4.36386581656345,6.386383315515776,2.509541985254593,6.980720377950966,2.9109455878544743
2007-04-01,-0.6208832101788353,0.11217051091998442,5.767911158667793,4.066808271141742,5.7545485646601335,-0.24479816386406839,8.452966761613645,3.3511757639570483
2007-05-01,1.5674643335283456,0.2242153405689784,5.767911158667793,2.74391967737202,5.7545485646601335,2.0770447357206123,8.452966761613645,3.134951918532458
2007-06-01,1.614500680781461,0.44792908040456325,5.767911158667793,1.5422155159789952,5.7545485646601335,5.248306252313917,8.452966761613645,3.376188859210405
2007-07-01,3.322208657386394,-0.33389012655149486,5.9188871390330355,0.1341681775504533,4.322002295263427,3.7063417376886676,2.8447234575198266,3.41989315970892
2007-08-01,1.5167990008540855,-0.780818244781134,5.9188871390330355,-0.7278373551026895,4.322002295263427,2.7762796977356174,2.8447234575198266,2.849104363647381
2007-09-01,4.758949417780212,0.33575856948457883,5.9188871390330355,5.0928970773073345,4.322002295263427,7.926145763379999,2.8447234575198266,2.062425147240443
2007-10-01,6.164416311120746,1.4501090690799856,13.522266994173915,7.267442189462425,5.922783420033362,5.270680904996894,-2.208443091029366,3.0848097598865643
2007-11-01,6.230461834950862,2.3425499510056014,13.522266994173915,12.83063829388853,5.922783420033362,12.999042642668979,-2.208443091029366,3.6001008053110795
2007-12-01,6.862512978457591,2.6847250036188264,13.522266994173915,14.445744206175792,5.922783420033362,11.721886074720178,-2.208443091029366,3.349403710139587
2008-01-01,7.762059925611453,4.0139167590343305,17.028357823447493,19.208004444218663,7.370615593904972,11.53982410913379,0.18975337761917288,4.008697059888711
2008-02-01,9.366758413442344,4.65200156348935,17.028357823447493,20.055374323700192,7.370615593904972,11.070114811203435,0.18975337761917288,3.973289958776771
2008-03-01,8.57565142324166,4.6365920557925655,17.028357823447493,24.702641928914915,7.370615593904972,11.129085179267495,0.18975337761917288,4.489690574823957
2008-04-01,8.951225359944015,4.601030564883324,20.227841285024795,27.256786639550246,9.311478924088856,10.683002363718686,0.6575880906156684,3.521573867167138
2008-05-01,9.620326045194005,6.50283227777031,20.227841285024795,36.901770475497116,9.311478924088856,11.630404379014792,0.6575880906156684,3.676426496693619
2008-06-01,11.066353418706942,7.63401159376631,20.227841285024795,39.851518662435396,9.311478924088856,12.081713863697985,0.6575880906156684,4.609754678568656
2008-07-01,10.904298601941331,8.132822012720897,17.36634940508406,40.94793864693686,9.5112960594534,10.88754577652713,5.274292015481485,5.2396237855905525
2008-08-01,11.001414647816787,7.857725333601895,17.36634940508406,35.50355266722587,9.5112960594534,12.200690677256887,5.274292015481485,4.753446353787005
2008-09-01,9.933544590127408,6.90673566085831,17.36634940508406,35.5029280754982,9.5112960594534,9.49904015145453,5.274292015481485,4.7541228440808325
2008-10-01,6.875594264114948,2.838618539685367,-3.1425876260096075,38.59839725363416,7.585602504042033,5.670453151735622,10.059188222350102,2.8698940486820312
2008-11-01,3.4388501766061452,-0.5527930052513064,-3.1425876260096075,27.774410246164916,7.585602504042033,0.2254792387089033,10.059188222350102,-1.0109073610863106
2008-12-01,-0.15459936086186232,-4.169618077758752,-3.1425876260096075,20.224399931005443,7.585602504042033,-3.795740311340179,10.059188222350102,-2.3359773870286205
2009-01-01,-3.932653885844406,-5.850937419209323,-18.99631361809213,15.40945126737947,1.6580690733050574,-10.911286527637643,4.901582139706218,-4.820210181787843
2009-02-01,-8.217509185898741,-7.061756721395351,-18.99631361809213,16.57576981584814,1.6580690733050574,-12.57578942911417,4.901582139706218,-5.140490452930813
2009-03-01,-8.812414340558217,-7.851564696807589,-18.99631361809213,10.026038707832186,1.6580690733050574,-13.258157460155662,4.901582139706218,-6.941479368187675
2009-04-01,-10.381864925067763,-9.424008874448031,-24.753500443836884,-1.7801562232492074,-7.034957846787648,-14.683535825088612,0.8391657636248162,-7.847635492399174
2009-05-01,-11.826137252503877,-11.43785541698401,-24.753500443836884,-15.011570461507873,-7.034957846787648,-15.450955296945601,0.8391657636248162,-9.356804570843469
2009-06-01,-14.288764048298841,-12.440428672083925,-24.753500443836884,-12.679426879222877,-7.034957846787648,-14.976970374992504,0.8391657636248162,-10.136564059875397
2009-07-01,-15.300137204053321,-13.9864722579782,-19.59404443287589,-13.779044688397235,-11.704366408850397,-16.43782420879587,-1.8519047767237673,-10.936388081807813
2009-08-01,-14.650351417579799,-11.972591561473855,-19.59404443287589,-7.240214868045669,-11.704366408850397,-14.123826870045608,-1.8519047767237673,-10.401548059692445
2009-09-01,-14.42759319074991,-12.183188857209082,-19.59404443287589,-11.48103649766572,-11.704366408850397,-14.301883945841354,-1.8519047767237673,-9.420498147528544
2009-10-01,-12.28696161237206,-8.534919132215979,-1.0382349042217243,-16.60610359221737,-9.412628069208928,-9.597192020566414,-7.282561784577624,-8.64330381993792
2009-11-01,-10.196380322969656,-5.117660146484404,-1.0382349042217243,-7.845091449140096,-9.412628069208928,-6.875158785687496,-7.282561784577624,-5.063342408240956
2009-12-01,-5.1646224388906425,-1.041073601783804,-1.0382349042217243,-1.4669374572158667,-9.412628069208928,-2.7333846701035114,-7.282561784577624,-3.42159151687067
2010-01-01,1.429046069711859,1.3809195274187225,10.232243255000562,-0.09272137891915833,-2.2870019640614636,5.485836055204629,-5.758322268236071,-1.0590865169587182
2010-02-01,4.5629226336723505,2.4097551579060017,10.232243255000562,-3.6325605284899254,-2.2870019640614636,8.247095421660156,-5.758322268236071,-0.8802581336474269
2010-03-01,4.0955591888154785,4.338579967707545,10.232243255000562,-4.117219588961962,-2.2870019640614636,10.902468047511249,-5.758322268236071,0.5730674708985362
2010-04-01,8.536589476025203,6.930654777559564,8.38341814097987,4.843889909499932,7.034957846787648,13.241469792444782,0.09280743125543722,1.7759802887367115
2010-05-01,9.614294045384408,7.696104113612812,8.38341814097987,10.715755772819513,7.034957846787648,10.598845916354627,0.09280743125543722,2.798890990223324
2010-06-01,10.965165939388832,8.211468715450021,8.38341814097987,8.04420752377597,7.034957846787648,10.560528374129063,0.09280743125543722,2.2409436386364945
2010-07-01,10.111094387727793,8.819271203546197,4.594109286037984,7.69988848039409,11.999787598593592,11.363881091035744,-0.5623257554361771,1.3805941174354963
2010-08-01,9.615943675557936,7.6355818914644935,4.594109286037984,5.533982664039971,11.999787598593592,8.488533214932392,-0.5623257554361771,1.1867851646103489
2010-09-01,10.981486600720647,8.789437925450816,4.594109286037984,7.377976253423313,11.999787598593592,11.051326905348269,-0.5623257554361771,0.5974129948659979
2010-10-01,11.424633877803902,7.886968701117336,5.984297921061721,7.217061281349579,11.270872248491415,9.265883048270496,3.1601142575132357,0.15869704729665202
2010-11-01,12.951861808447962,8.28213586792872,5.984297921061721,7.226766777301918,11.270872248491415,9.979620953883472,3.1601142575132357,0.22519714258804058
2010-12-01,14.15500962176246,9.8476409362374,5.984297921061721,11.098697478902242,11.270872248491415,14.028563969008623,3.1601142575132357,0.49958471933715387
2011-01-01,11.953192567309134,9.375052261267758,10.818937185830357,11.069287477761147,-7.4188861941430595,13.723153745143879,6.746206368705643,0.19113314498646616
2011-02-01,11.822193103308187,9.4072555883975,10.818937185830357,13.535837577637277,-6.18082873718766,14.496174206091705,6.746206368705643,1.3504202567955481
2011-03-01,12.724161511416554,9.072885338976278,10.818937185830357,16.258564397650943,-2.988482804253856,14.943714001544617,6.746206368705643,1.5857046713368739
2011-04-01,11.911647465703101,7.402956230540525,16.9307565789806,15.993230194722319,-10.969891725642444,15.015227386056296,2.65461812396941,1.518396518813514
2011-05-01,11.077158401639675,6.126519579260226,16.9307565789806,11.047643665399942,-8.655738869472973,14.686024656457963,2.65461812396941,1.0721350261406748
2011-06-01,9.755343975172348,4.7452233645145725,16.9307565789806,8.214921054238111,-9.531017980432477,11.631352767702285,2.65461812396941,0.4095345227512759
2011-07-01,11.231487426923259,5.475051477140802,16.279952623534033,7.332490219795762,-10.678182459441032,14.125343871843299,3.871451218069044,-0.0991653663612091
2011-08-01,11.852623733672907,4.85327307789003,16.279952623534033,7.714813843896451,-10.459603137443008,12.358802941709168,3.871451218069044,-2.185241250571668
2011-09-01,10.758027239613899,5.048390543199144,16.279952623534033,11.265955950756723,-8.835311877149277,14.243983226924328,3.871451218069044,-2.216643808946195
2011-10-01,10.704200638544581,5.378206913968242,10.025366408056247,13.500090060388192,-11.270872248491415,13.242458564933113,2.3509220135386144,-1.8616550792834197
2011-11-01,9.786562600483428,5.027236525344314,10.025366408056247,10.173457324747126,-11.05418743998241,12.117369039424464,2.3509220135386144,-2.864944327690555
2011-12-01,7.236231815188798,3.520032153723829,10.025366408056247,5.936850693792461,-9.550399703528356,8.910342796185322,2.3509220135386144,-2.6681715790983773
2012-01-01,6.435335309704637,3.4768328188300224,2.8406254159733635,7.383291869184205,7.4188861941430595,9.088185014811234,0.08932559772150128,-2.6755760587906963
2012-02-01,7.901179807120595,3.348866975404352,2.8406254159733635,5.096279477930565,8.159029632391501,8.305930121296168,0.08932559772150128,-2.685508730317654
2012-03-01,6.989705537094437,2.7178321053944465,2.8406254159733635,3.208533005150116,6.196207385161401,6.435521988144455,0.08932559772150128,-2.9196135701299752
2012-04-01,6.0215340153183305,2.3174840686311704,-3.9092925791277544,1.5102013931289626,9.155325808837045,3.216928293339194,0.5405418566907905,-3.4955335261220633
2012-05-01,4.596897384586018,2.429269256904387,-3.9092925791277544,1.7623801727876476,6.535518104412663,3.5461310229375265,0.5405418566907905,-4.6043092548929465
2012-06-01,3.08884422302782,1.5329886311310048,-3.9092925791277544,-1.3402487746192904,7.716452063627077,1.652930195121094,0.5405418566907905,-4.232508534144586
2012-07-01,3.5744618918199578,1.4242356715542748,-6.5705073048853535,-0.9422226497437514,6.358073218838545,2.0933209666465835,0.7207238404949301,-3.834470175869864
2012-08-01,4.186819592963875,2.94288106908116,-6.5705073048853535,0.4520605584056092,7.465367475935203,7.495209150603888,0.7207238404949301,-1.0000083334583465
2012-09-01,3.5118844472603605,1.8293193047325573,-6.5705073048853535,-2.2636547976425447,7.249550203815325,2.8250466285851594,0.7207238404949301,0.0676418390549216
2012-10-01,2.7300984763724223,1.427139410533318,-3.6217950294571644,-6.5895990575555174,8.520207669508029,3.8959796589190354,0.35682464265178737,0.31410527119843934
2012-11-01,1.7043890844858467,0.9151055217357928,-3.6217950294571644,-8.183496595449391,6.087923671278173,3.422387238757718,0.35682464265178737,0.6920442844573493
2012-12-01,2.1601360421967364,0.0,-3.6217950294571644,-9.3845454992044,5.69807150389483,1.6152370171399255,0.35682464265178737,0.15342655583836518
2013-01-01,2.545451738913318,-1.3151428804127008,-0.91022556447653,-11.16835908615501,4.823921376607387,0.5649732542119423,0.5342844410495928,-0.15360986123402753
2013-02-01,0.13648385638243,-1.7111640472720957,-0.91022556447653,-8.95903515303953,2.343459254774416,-0.9311054233089422,0.5342844410495928,-0.6700334638491512
