period,Belgium – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/BEL.CPGRLE01.IXOB.M),Switzerland – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/CHE.CPGRLE01.IXOB.M),Germany – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/DEU.CPGRLE01.IXOB.M),Israel – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/ISR.CPGRLE01.IXOB.M),Korea – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/KOR.CPGRLE01.IXOB.M),Lithuania – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LTU.CPGRLE01.IXOB.M),Latvia – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/LVA.CPGRLE01.IXOB.M),Norway – Consumer Price Index > OECD Groups > All items non-food non-energy > Total – Index 2015=100 – Monthly (OECD/MEI/NOR.CPGRLE01.IXOB.M)
2004-06-01,83.5598666600098,97.6886726580878,88.0763011459773,84.9076704545454,78.142497070873,79.3043,71.4652175806878,82.447095
2004-07-01,83.9058930394649,96.728863039347,88.2645680578593,84.8011363636364,78.4196731543855,78.9874,71.2536966891534,82.190635
2004-08-01,83.9428397937113,96.9492409237644,88.3498020918717,84.9076704545454,78.489496137255,78.7441,71.2825404470899,81.994678
2004-09-01,83.9704070445457,96.9449490610653,88.2450512074195,84.4815340909091,78.489496137255,79.4455,72.3305303187831,82.719085
2004-10-01,84.1828857739899,97.7143407429429,88.0806125294294,84.375,78.489496137255,79.692,72.7343429298942,82.971795
2004-11-01,84.2103035650333,97.9409358388193,88.0905647187599,84.0553977272727,78.4196731543855,79.7845,72.8977908915344,83.058446
2004-12-01,84.1441413049868,97.9154001165527,89.4042885562448,83.7357954545454,78.6979071618809,79.7219,72.5228220383598,82.992041
2005-01-01,84.4437633459338,97.6305512437873,88.3444527241106,83.203125,79.3220823117755,79.1706,72.68627,82.723728
2005-02-01,84.8066859976379,97.64798323928,88.6303197272198,83.0965909090909,79.4807709092063,78.9021,72.79337,82.902529
2005-03-01,84.998021526745,97.7042572123514,88.7618839743955,82.9900568181818,79.880666174732,79.0373,73.20066,83.302212
2005-04-01,84.999164875044,98.4285883215055,88.3608376707251,83.5227272727273,79.9621263214132,79.285,73.95332,83.592208
2005-05-01,85.1833672265219,98.4600303670846,88.6057618420995,83.7357954545454,79.9621263214132,79.4995,74.17935,83.753863
2005-06-01,85.3903941287973,98.1771561644617,88.4975348189443,84.2684659090909,79.9621263214132,79.6487,74.28104,83.575126
2005-07-01,85.820280648769,97.2084637837466,88.8138972308454,85.1207386363636,79.9621263214132,79.4131,74.26047,83.318629
2005-08-01,85.8368706605011,97.2956318728178,88.875909137775,85.1207386363636,80.1218728428269,79.5002,74.34849,83.405365
2005-09-01,85.8726194642358,97.3045396815117,88.6657136194393,84.5880681818182,80.1218728428269,80.1413,75.73097,83.930162
2005-10-01,85.9611297069267,98.1525904561262,88.7528620639828,85.0142045454546,80.1218728428269,80.5683,76.07709,84.200397
2005-11-01,86.0548024194866,98.2749300553548,88.7287096579822,85.2272727272727,80.2022750655252,80.7018,76.09444,84.280739
2005-12-01,86.0873974544414,98.2960951350679,89.4705981194688,85.4403409090909,80.360963662956,80.4772,75.94112,84.167636
2006-01-01,85.3993330959241,97.9652992683228,88.7001223241101,85.1207386363636,80.5207101843697,80.1532,76.2181,83.667537
2006-02-01,85.7781087118392,98.1575773502557,89.0809073430195,85.2272727272727,80.7608589284817,80.0539,76.11586,84.076952
2006-03-01,85.5838648062417,98.1651557677064,89.0914455763902,85.546875,81.3194427914382,80.2189,76.56132,84.246586
2006-04-01,85.7295477354398,98.9249495225471,89.0846326824315,85.9730113636364,81.3998450141365,80.482,76.76993,84.528482
2006-05-01,85.8752306646379,99.0344757494092,88.9735757529203,85.7599431818182,81.6410516822314,80.7982,77.11576,84.518792
2006-06-01,85.9335038363171,99.0066394789234,89.1372457100793,85.9730113636364,81.5595915355502,80.9609,77.34528,84.581823
2006-07-01,86.1471721324744,98.0252053265725,89.5494954863011,86.0795454545454,81.7203959809468,81.1043,77.33907,84.097085
