period,cpi_yoy
1996-01-01,
1996-02-01,
1996-03-01,
1996-04-01,
1996-05-01,
1996-06-01,
1996-07-01,
1996-08-01,
1996-09-01,
1996-10-01,
1996-11-01,
1996-12-01,
1997-01-01,0.1301756847775506
1997-02-01,0.1172328293151308
1997-03-01,0.11364243140143149
1997-04-01,0.12114029352172073
1997-05-01,0.11809698627901621
1997-06-01,0.10770788787894148
1997-07-01,0.11865616938861834
1997-08-01,0.13438252894281977
1997-09-01,0.1312503971219252
1997-10-01,0.12358746835675438
1997-11-01,0.11462849185905455
1997-12-01,0.11199267976426075
1998-01-01,0.10561783548941461
1998-02-01,0.10475493882740672
1998-03-01,0.10104701284447648
1998-04-01,0.0971570834976534
1998-05-01,0.09620663885136072
1998-06-01,0.10321228711953756
1998-07-01,0.0825504030490043
1998-08-01,0.06073471594702884
1998-09-01,0.05356229826030656
1998-10-01,0.050697579323093045
1998-11-01,0.05297417084587419
1998-12-01,0.05304643588094571
1999-01-01,0.05424130991665432
1999-02-01,0.056056424638120106
1999-03-01,0.05687445954552217
1999-04-01,0.04751411787188431
1999-05-01,0.0470974726192912
1999-06-01,0.04817553600011326
1999-07-01,0.0449407908813475
1999-08-01,0.04493203153067693
1999-09-01,0.04734612059719723
1999-10-01,0.04794692654297705
1999-11-01,0.046678758392588726
1999-12-01,0.04265865864212248
2000-01-01,0.041129013028363914
2000-02-01,0.043255769006235845
2000-03-01,0.04133891431266701
2000-04-01,0.04491203061740645
2000-05-01,0.03901744532330209
2000-06-01,0.02699178268198743
2000-07-01,0.025786352164671733
2000-08-01,0.020306804777328935
2000-09-01,0.014347448408141616
2000-10-01,0.016581628032411366
2000-11-01,0.016678322143723
2000-12-01,0.0174624337957896
2001-01-01,0.009874406982444128
2001-02-01,0.0007476635862309067
2001-03-01,0.004324169863251015
2001-04-01,0.0035666555865736527
2001-05-01,0.01306819904472345
2001-06-01,0.013670346616605933
2001-07-01,0.01530604218024223
2001-08-01,0.01695712206675637
2001-09-01,0.02458654652574399
2001-10-01,0.02378426613786111
2001-11-01,0.020208667663338176
2001-12-01,0.017602702864337516
2002-01-01,0.014337692954047299
2002-02-01,0.015573173462970047
2002-03-01,0.019303627474045015
2002-04-01,0.019101374177637354
2002-05-01,0.014936578760391228
2002-06-01,0.009400774284705982
2002-07-01,0.011437074815479065
2002-08-01,0.011584556564881332
2002-09-01,0.013514701084220704
2002-10-01,0.01794029597932667
2002-11-01,0.016366503347087225
2002-12-01,0.016288899997988437
2003-01-01,0.023496367367903837
2003-02-01,0.023561299338397568
2003-03-01,0.020226057891361116
2003-04-01,0.023588034517413092
2003-05-01,0.02653436419123878
2003-06-01,0.033779711894842634
2003-07-01,0.029308231909600302
2003-08-01,0.028600066735894103
2003-09-01,0.03056168491270217
2003-10-01,0.03272506407244258
2003-11-01,0.036254764034068465
2003-12-01,0.03737694423492677
2004-01-01,0.033963667483457805
2004-02-01,0.0398728594561204
2004-03-01,0.04420300016252465
2004-04-01,0.04353047678652722
2004-05-01,0.05023824403317878
2004-06-01,0.04936210221385462
2004-07-01,0.04809549254243617
2004-08-01,0.04920837947546097
2004-09-01,0.05183213840524914
2004-10-01,0.04861833491441736
2004-11-01,0.04919911087354656
2004-12-01,0.04709466478320756
2005-01-01,0.046431836101304746
2005-02-01,0.044722355039006345
2005-03-01,0.040953480614119186
2005-04-01,0.0457245978054468
2005-05-01,0.037813231193533525
2005-06-01,0.03864487353015722
2005-07-01,0.041332076683425534
2005-08-01,0.042111940433524175
2005-09-01,0.04594087893778642
2005-10-01,0.0449335028637563
2005-11-01,0.04291686515333204
2005-12-01,0.04605700411886815
2006-01-01,0.04744645891292443
2006-02-01,0.044631773513341244
2006-03-01,0.044887551055317054
2006-04-01,0.03737894367637207
2006-05-01,0.03882185998437837
2006-06-01,0.040423816362092246
2006-07-01,0.040620483438576827
2006-08-01,0.04281153803579851
2006-09-01,0.04329657970781042
2006-10-01,0.0455170189080194
2006-11-01,0.048267969808577504
2006-12-01,0.05187718822662646
2007-01-01,0.056808078434232634
2007-02-01,0.06323442767447318
2007-03-01,0.07182956505334559
2007-04-01,0.07542032942221777
2007-05-01,0.07457528639148503
2007-06-01,0.07621204495455558
2007-07-01,0.0855260418548518
2007-08-01,0.09270996121738317
2007-09-01,0.09623884303515151
2007-10-01,0.10030748605808171
2007-11-01,0.10097722970586265
2007-12-01,0.10043017900664974
2008-01-01,0.12094299979479395
2008-02-01,0.12773005658618697
2008-03-01,0.1270159363516754
2008-04-01,0.12800194084676786
2008-05-01,0.12984248822039213
2008-06-01,0.12632144613720886
2008-07-01,0.1150463684504528
2008-08-01,0.10855254154676519
2008-09-01,0.103830660606687
2008-10-01,0.09702764952521914
2008-11-01,0.09274060667101569
2008-12-01,0.08793246007930033
2009-01-01,0.07888262927524359
2009-02-01,0.07972577895390387
2009-03-01,0.07366660574339168
2009-04-01,0.06654432634000873
2009-05-01,0.0568157016434494
2009-06-01,0.05019559383248584
2009-07-01,0.05088122209716417
2009-08-01,0.03964766486177229
2009-09-01,0.02411253262327051
2009-10-01,0.01892673268024847
2009-11-01,0.011990477551124812
2009-12-01,0.008782790979639188
2010-01-01,-0.0177966531826792
2010-02-01,-0.035101513930786865
2010-03-01,-0.040658681108403094
2010-04-01,-0.04075994135124361
2010-05-01,-0.03943976865485688
2010-06-01,-0.0350239745342531
2010-07-01,-0.03737872651828322
2010-08-01,-0.03372695210625398
2010-09-01,-0.028854728420112608
2010-10-01,-0.026076947645861992
2010-11-01,-0.02066373422973644
2010-12-01,-0.02146549946491305
2011-01-01,-0.011907093424695425
2011-02-01,-0.010094445766023696
2011-03-01,-0.005720042989624474
2011-04-01,-0.0007989020133853941
2011-05-01,0.0018188466430775208
2011-06-01,0.004315259669036564
2011-07-01,0.0038835319886132424
2011-08-01,0.009620794450050596
2011-09-01,0.007692056694241778
2011-10-01,0.007080307810124253
2011-11-01,0.008059412386303144
2011-12-01,0.015679665845609314
2012-01-01,0.00874264435440164
2012-02-01,0.008910078956049894
2012-03-01,0.007616960359742464
2012-04-01,0.008720439300812899
2012-05-01,0.00986122200487749
2012-06-01,0.009446704938187445
2012-07-01,0.0067033218097583
2012-08-01,0.0006072580433214014
2012-09-01,0.00014387467529175524
2012-10-01,-0.0035151584963966087
2012-11-01,-0.002043114852345873
2012-12-01,-0.004173044202604892
2013-01-01,-0.005548784935572648
2013-02-01,-0.0030236175190134773
2013-03-01,2.067757519075286e-05
2013-04-01,-0.003444800165307349
2013-05-01,-0.0015959026788658903
2013-06-01,-0.004775890245563907
2013-07-01,0.0008406855091083187
2013-08-01,0.001377020637590931
