period,actual,forecast,lower_ci,upper_ci,error,abs_error,pct_error,abs_pct_error,in_ci,actual_yoy,forecast_yoy,lower_ci_yoy,upper_ci_yoy,error_yoy,abs_error_yoy,in_ci_yoy,n_train
2019-01-01,103.322159767214,103.26128384156218,102.86228213471959,103.66028554840476,0.06087592565182831,0.06087592565182831,-0.05891855705395867,0.05891855705395867,True,0.013107020828029725,0.01251766161946577,0.008646176053813903,0.016374216569717603,0.0005893592085639554,0.0005893592085639554,True,276
2019-02-01,103.72804753381,103.73156770203184,103.33324973858667,104.129885665477,-0.003520168221839981,0.003520168221839981,0.0033936512886667295,0.0033936512886667295,True,0.01273833433142535,0.012772270268482266,0.008924987473849733,0.016604808187799414,-3.3935937056917e-05,3.3935937056917e-05,True,277
2019-03-01,104.208902476397,104.42266298764505,104.02509968917663,104.82022628611348,-0.21376051124805429,0.21376051124805429,0.20512691926341933,0.20512691926341933,True,0.00949692441772676,0.011546092630337235,0.007731575502147869,0.015346114492536422,-0.002049168212610475,0.002049168212610475,True,278
2019-04-01,105.201698038144,104.42657158512098,104.02894297215349,104.82420019808848,0.7751264530230202,0.7751264530230202,-0.7368003249738184,0.7368003249738184,False,0.01866861981142698,0.01127333875450276,0.007458336823974676,0.015073841741280347,0.007395281056924219,0.007395281056924219,False,279
2019-05-01,105.177645945988,105.35457160673162,104.94699797202105,105.7621452414422,-0.17692566074362048,0.17692566074362048,0.1682160302717531,0.1682160302717531,True,0.011639248877881592,0.013319995933606776,0.009443903655150798,0.01718112211203149,-0.0016807470557251847,0.0016807470557251847,True,280
2019-06-01,105.697572603122,105.57782771335873,105.17053582642662,105.98511960029084,0.11974488976326825,0.11974488976326825,-0.11329010384457149,0.11329010384457149,True,0.015821291570195406,0.01468774831427666,0.01082254730239729,0.01853806705181782,0.0011335432559187453,0.0011335432559187453,True,281
2019-07-01,106.30253900219,106.09323593946084,105.68644940221276,106.50002247670892,0.20930306272916255,0.20930306272916255,-0.19689375690720856,0.19689375690720856,True,0.01610321286743588,0.014132334392687795,0.010290728557179385,0.017959238752067286,0.0019708784747480834,0.0019708784747480834,True,282
2019-08-01,106.157295114401,106.35054116045589,105.94378998026274,106.75729234064904,-0.19324604605489526,0.19324604605489526,0.1820374622833434,0.1820374622833434,True,0.014154514123488227,0.015973233872459858,0.012141274010579295,0.019790565853578634,-0.0018187197489716311,0.0018187197489716311,True,283
2019-09-01,106.170504863847,106.14313896508759,105.73646443935962,106.54981349081555,0.0273658987594132,0.0273658987594132,-0.025775424911567684,0.025775424911567684,True,0.015411584344010798,0.01515379687055951,0.011315059978604047,0.01897785419463105,0.0002577874734512875,0.0002577874734512875,True,284
2019-10-01,106.35165054869,106.13858600429154,105.73265043491809,106.544521573665,0.21306454439846334,0.21306454439846334,-0.20033966873031084,0.20033966873031084,True,0.015751975124438822,0.013746568953682647,0.009914656015328482,0.017563854368833454,0.0020054061707561743,0.0020054061707561743,True,285
2019-11-01,105.296052184543,105.38115008057906,104.97514519368339,105.78715496747473,-0.08509789603606066,0.08509789603606066,0.08081774603184283,0.08081774603184283,True,0.016261912169230897,0.01706976322999232,0.013209594552659354,0.020915088285630823,-0.000807851060761422,0.000807851060761422,True,286
2019-12-01,105.878464863515,105.85125357142216,105.4458522466359,106.25665489620843,0.027211292092843564,0.027211292092843564,-0.025700497384355626,0.025700497384355626,True,0.016736884890636183,0.016479846885355087,0.012642578782082303,0.020302446630623194,0.0002570380052810961,0.0002570380052810961,True,287
