period,actual,forecast,lower_ci,upper_ci,error,abs_error,pct_error,abs_pct_error,in_ci,actual_yoy,forecast_yoy,lower_ci_yoy,upper_ci_yoy,error_yoy,abs_error_yoy,in_ci_yoy,n_train
2019-01-01,100.568181818182,100.38810766600665,99.70265306496904,101.07356226704425,0.18007415217535083,0.18007415217535083,-0.17905678408396433,0.17905678408396433,True,0.0074428839070801445,0.005650711083471371,-0.001200752521816284,0.012455551391902908,0.001792172823608773,0.001792172823608773,True,276
2019-02-01,100.568181818182,100.44603498890703,99.76162913262726,101.1304408451868,0.12214682927496767,0.12214682927496767,-0.12145673419431792,0.12145673419431792,True,0.008510689667909688,0.007295384141275285,0.00045839790209889486,0.014085943241704868,0.0012153055266344026,0.0012153055266344026,True,277
2019-03-01,101.100852272727,100.88187042037835,100.1985624712417,101.565178369515,0.21898185234864798,0.21898185234864798,-0.21659743456754282,0.21659743456754282,True,0.0063425159764651795,0.00417419251566109,-0.0026221980582716853,0.010924703802904112,0.002168323460804089,0.002168323460804089,True,278
2019-04-01,101.420454545455,101.45477068640385,100.77213047632303,102.13741089648467,-0.03431614094884594,0.03431614094884594,0.03383552272827371,0.03383552272827371,True,0.00843886864586807,0.008777166643929135,0.0020259105151136936,0.015483148798812074,-0.00033829799806106564,0.00033829799806106564,True,279
2019-05-01,101.953125,101.54762050669301,100.86624572499153,102.22899528839449,0.40550449330699223,0.40550449330699223,-0.39773620799459775,0.39773620799459775,True,0.010504298266877043,0.006519005446437909,-0.000213511135504163,0.013206498203572892,0.003985292820439135,0.003985292820439135,True,280
2019-06-01,101.740056818182,102.26829633327756,101.58609344109243,102.95049922546269,-0.5282395150955637,0.5282395150955637,0.5192050521846787,0.5192050521846787,True,0.009468771428854161,0.014647389730174432,0.007954323766119487,0.021295956235029223,-0.00517861830132027,0.00517861830132027,True,281
2019-07-01,101.420454545455,101.55550013231645,100.87100429046112,102.23999597417179,-0.13504558686145174,0.13504558686145174,0.13315419208748122,0.13315419208748122,True,0.007380107297626282,0.008710763502715047,0.0019478304301010496,0.015428266380958178,-0.001330656205088765,0.001330656205088765,True,282
2019-08-01,101.633522727273,101.44577618979389,100.76242037945137,102.12913200013641,0.1877465374791143,0.1877465374791143,-0.18472894812759763,0.18472894812759763,True,0.007364578262212262,0.0055155804375282,-0.001243378135299622,0.01222916201898272,0.0018489978246840622,0.0018489978246840622,True,283
2019-09-01,101.420454545455,101.55752163855807,100.87509526984084,102.2399480072753,-0.1370670931030702,0.1370670931030702,0.13514738591675207,0.13514738591675207,True,0.0063224657394922446,0.007673027179844638,0.0009307445941262316,0.014370155662909667,-0.0013505614403523936,0.0013505614403523936,True,284
2019-10-01,101.633522727273,101.5271591873971,100.84591477405773,102.20840360073647,0.10636353987590041,0.10636353987590041,-0.1046539931133944,0.1046539931133944,True,0.005254872838364122,0.004207784901943512,-0.0025248003503577365,0.010895345414032143,0.0010470879364206098,0.0010470879364206098,True,285
2019-11-01,101.313920454545,101.59095748280328,100.91086653220256,102.27104843340399,-0.2770370282582775,0.2770370282582775,0.2734441891255916,0.2734441891255916,True,0.0031595602903653486,0.005890270396744057,-0.0008266420150215836,0.012562366754300669,-0.0027307101063787087,0.0027307101063787087,True,286
2019-12-01,101.420454545455,101.2352427972798,100.55566441783627,101.91482117672332,0.18521174817520603,0.18521174817520603,-0.1826177460999222,0.1826177460999222,True,0.005265941605292923,0.0034380946493950404,-0.0032974015929081446,0.010128527338236992,0.0018278469558978827,0.0018278469558978827,True,287
