period,actual,forecast,lower_ci,upper_ci,error,abs_error,pct_error,abs_pct_error,in_ci,actual_yoy,forecast_yoy,lower_ci_yoy,upper_ci_yoy,error_yoy,abs_error_yoy,in_ci_yoy,n_train
2019-01-01,106.32652,105.70478512218047,104.95928888123291,106.45028136312803,0.6217348778195344,0.6217348778195344,-0.5847411142766024,0.5847411142766024,True,0.03080681043970923,0.02494223624943981,0.01786462364312502,0.03197010809520506,0.005864574190269423,0.005864574190269423,True,204
2019-02-01,106.42918,106.537143395812,105.7882723435756,107.28601444804839,-0.10796339581199277,0.10796339581199277,0.10144153681536658,0.10144153681536658,True,0.031142772379115335,0.03215667357569263,0.02510265081636387,0.039161285440059146,-0.0010139011965772937,0.0010139011965772937,True,205
2019-03-01,107.80054,108.11666638218023,107.36965575241476,108.8636770119457,-0.31612638218022937,0.31612638218022937,0.2932512046602265,0.2932512046602265,True,0.023742125332500308,0.026670345953375474,0.01973706485425719,0.03355588746773552,-0.002928220620875166,0.002928220620875166,True,206
2019-04-01,108.864,108.36340983439219,107.61752608819714,109.10929358058723,0.500590165607818,0.500590165607818,-0.4598307664680868,0.4598307664680868,True,0.028447748247416804,0.02383883584432578,0.016931867798462896,0.030698424741801844,0.004608912403091026,0.004608912403091026,True,207
2019-05-01,108.52963,109.23104757356948,108.48407399619383,109.97802115094514,-0.7014175735694863,0.7014175735694863,0.6462913156245776,0.6462913156245776,True,0.02415768982533084,0.03059980790809025,0.023737845330384033,0.03741500467834591,-0.006442118082759407,0.006442118082759407,True,208
2019-06-01,109.25992,108.89390157977759,108.1417923163293,109.64601084322588,0.36601842022240305,0.36601842022240305,-0.33499788414855425,0.33499788414855425,True,0.026071618631604565,0.022716016047875875,0.015785245715943752,0.029599081246092673,0.0033556025837286896,0.0033556025837286896,True,209
2019-07-01,108.56707,108.65331494752138,107.90113192650698,109.40549796853578,-0.08624494752137934,0.08624494752137934,0.07943932494574953,0.07943932494574953,True,0.028735767052759265,0.029529844938902983,0.02258299109385309,0.03642877274935863,-0.0007940778861437181,0.0007940778861437181,True,210
2019-08-01,108.71093,108.79196175858165,108.04159003191116,109.54233348525214,-0.08103175858164491,0.08103175858164491,0.0745387410278294,0.0745387410278294,True,0.027909602116202414,0.02865471186325408,0.02173350694917975,0.03552834278064054,-0.0007451097470516643,0.0007451097470516643,True,211
2019-09-01,109.24024,109.2187295101904,108.47025532579771,109.96720369458309,0.02151048980960013,0.02151048980960013,-0.01969099464592913,0.01969099464592913,True,0.027388352904089253,0.02719142356832105,0.020314850236919924,0.03402103240989529,0.00019692933576820337,0.00019692933576820337,True,212
2019-10-01,109.46026,109.70045782770408,108.9539055839228,110.44701007148537,-0.2401978277040797,0.2401978277040797,0.2194383858617545,0.2194383858617545,True,0.025861822674420054,0.028053802389211846,0.021225169901645913,0.03483612073860787,-0.002191979714791792,0.002191979714791792,True,213
2019-11-01,109.19205,109.3056123084425,108.5601561289287,110.05106848795631,-0.11356230844251058,0.11356230844251058,0.10400235955136897,0.10400235955136897,True,0.02468453282233174,0.025724015967993452,0.01888072806611163,0.03252079139851727,-0.0010394831456617126,0.0010394831456617126,True,214
2019-12-01,108.56495,108.90497006718742,108.16128992324167,109.64865021113317,-0.3400200671874245,0.3400200671874245,0.3131950663519161,0.3131950663519161,True,0.022354971495659015,0.025482027818259034,0.01862989839262852,0.03228752491575815,-0.003127056322600019,0.003127056322600019,True,215
