Country,Model,N_features,N_forecasts,RMSE,MAE,CI_Coverage_%,Train_end,Test_end,RF_n_estimators,RF_max_depth,RF_min_samples_leaf,Trend_window
Germany,RF_HighDim,50,12,0.22659722777121286,0.18321659134603815,91.66666666666666,2018-12-01,2019-12-01,500,6,15,3
