period,y_t,x1_t,x2_t
1997-01-01,0.0184523287446358,9.1,2.949723483559641
1997-02-01,0.0186588804425618,9.1,4.318040357127106
1997-03-01,0.0159679041933689,9.1,5.371952821020365
1997-04-01,0.0129255771657357,9.1,5.610825211699755
1997-05-01,0.0136746126842153,9.1,6.194690421564264
1997-06-01,0.0138425625911065,9.2,5.310726989652803
1997-07-01,0.0135581692669859,9.3,7.340640422699263
1997-08-01,0.012290158809824,9.3,9.756540105171483
1997-09-01,0.0096106694438544,9.3,6.057348443585031
1997-10-01,0.0095959004455217,9.3,5.603389558555971
1997-11-01,0.0091429030908365,9.3,5.532085061402281
1997-12-01,0.0085232265897259,9.4,3.994603494279492
1998-01-01,0.0103316741416019,9.4,3.323313436743369
1998-02-01,0.0118319952316383,9.4,1.2653996282772972
1998-03-01,0.0136805328957709,9.5,0.0834260337597037
1998-04-01,0.0183929207466402,9.5,-0.2515021585580257
1998-05-01,0.0246852462368813,9.4,-1.2539790946214602
1998-06-01,0.0237097961404959,9.4,0.3367478978507421
1998-07-01,0.0174609982549194,9.3,-3.045635725975515
1998-08-01,0.0134150783257416,9.4,-5.237236306313253
1998-09-01,0.0204432455495489,9.4,-4.8762890574360895
1998-10-01,0.0213944373099179,9.2,-5.1822140031284825
1998-11-01,0.0177396048412274,9.1,-5.502845295112113
1998-12-01,0.0165771664722944,9.1,-5.445165627089743
1999-01-01,0.0137181396029486,8.9,-5.743546052408721
1999-02-01,0.0137011275331415,9.0,-5.685771695233388
1999-03-01,0.0151809560808491,9.0,-3.1771115566899155
1999-04-01,0.0149560206875145,9.0,-2.3210778759880317
1999-05-01,0.0115997076339517,9.0,-1.0404141451761717
1999-06-01,0.0113319185311739,8.7,-1.4959353194442748
1999-07-01,0.0105860739981684,8.3,2.505056406918005
1999-08-01,0.0109207815041827,8.2,1.8419336274487108
1999-09-01,0.0118790047180024,7.9,3.5723106604248933
1999-10-01,0.0114300403687019,7.8,5.154688541903241
1999-11-01,0.0147936650003002,7.7,7.326187329770839
1999-12-01,0.0166600719291878,7.6,9.81752072309865
2000-01-01,0.0162998645727263,7.3,11.240619535752485
2000-02-01,0.015278462265889,7.1,12.224222531243267
2000-03-01,0.0176687364114878,6.9,11.60918247613969
2000-04-01,0.0167649762823725,6.9,11.280694883346154
2000-05-01,0.0166944499215366,6.8,13.024879014506574
2000-06-01,0.0184925823706114,6.7,12.532204502466726
2000-07-01,0.0187987397887656,6.8,10.505470100692094
2000-08-01,0.0196575236804621,7.0,13.358403759562345
2000-09-01,0.0208183093594351,6.9,13.642854578567576
2000-10-01,0.0189064950916382,6.8,13.35485982576472
2000-11-01,0.0191439437752567,6.7,13.856218927397457
2000-12-01,0.0185139861924525,6.4,10.20304739069875
2001-01-01,0.0166875564593924,6.1,6.937734572317567
2001-02-01,0.0183128058638368,6.0,6.852680379513032
2001-03-01,0.0168088929427661,6.1,4.202719541376876
2001-04-01,0.0204724183972517,6.5,5.026308879923302
2001-05-01,0.0224186838601365,6.6,4.295780788320602
2001-06-01,0.0223729751456183,6.4,5.894084621738838
2001-07-01,0.0221764432219906,6.1,4.154245564651937
2001-08-01,0.0219789448216234,6.2,1.0872992097137768
2001-09-01,0.0218029626316278,6.6,-2.119704166311997
2001-10-01,0.0234092591335217,7.3,-3.2561016049312386
2001-11-01,0.0249834383412368,7.4,-5.53164406707074
2001-12-01,0.0240110111272215,7.5,-4.238802495396765
2002-01-01,0.0262212502594278,7.4,-1.5034171032086263
2002-02-01,0.0269603285211008,7.3,-2.806728759487332
2002-03-01,0.0269324425924271,7.3,1.4350240175777351
2002-04-01,0.0205556058589868,7.3,-1.2115426905889848
2002-05-01,0.0190149636540484,7.3,-2.5379595497053486
2002-06-01,0.0180568273396044,7.3,-5.843921590839951
2002-07-01,0.0186149471482446,7.5,-4.970884313775326
2002-08-01,0.0185475512085764,7.4,-3.612466032810424
2002-09-01,0.0166847893137527,7.6,-0.7166717935093381
2002-10-01,0.0149003569289041,7.8,0.0497574335430961
2002-11-01,0.0129345165646483,8.0,0.0499875041650277
2002-12-01,0.014919645591326,8.1,0.0997755133908206
2003-01-01,0.0138072106517785,8.1,0.1984619852595237
2003-02-01,0.0150469527798549,8.1,1.1124960226654323
2003-03-01,0.0149762924350982,8.1,-1.337080816800018
2003-04-01,0.0177804253979525,8.1,-2.1278722344759693
2003-05-01,0.0151618549393806,8.1,-3.75217123889815
2003-06-01,0.0165028948152903,8.1,-2.4238227373575505
2003-07-01,0.0155633235249652,8.1,-2.6330764528339934
2003-08-01,0.016257801280437,8.1,-1.7665834012512427
2003-09-01,0.0166351277990433,8.2,-2.944720132630163
2003-10-01,0.0179383836279019,8.3,-3.4669464128501915
2003-11-01,0.0183609099575132,8.3,-2.0065030536490447
2003-12-01,0.0177567725680773,8.5,-2.857698570254641
2004-01-01,0.0169974113296458,8.7,-3.582623309359345
2004-02-01,0.0162921113278979,8.6,-2.9566177806542804
2004-03-01,0.0144935354453785,8.3,-2.0522416384993747
2004-04-01,0.0177402838915377,7.7,1.8072405625763288
2004-05-01,0.0202921945873759,7.6,4.146843680162071
2004-06-01,0.018496485565608,8.0,4.557369307859815
2004-07-01,0.0203671072303741,8.6,6.62693110199104
2004-08-01,0.0195059299943887,9.0,5.718690711553709
2004-09-01,0.0190641548001355,9.0,5.937675468013293
2004-10-01,0.0216925606909184,8.6,8.546518418062199
2004-11-01,0.019687268967508,8.3,5.8665669116754415
2004-12-01,0.017516088672556,8.2,5.162033172081415
2005-01-01,0.0201936713424402,8.3,6.633500564485306
2005-02-01,0.0191377341210889,8.5,6.968479040816078
