period,y_t,x1_t,x2_t
1997-01-01,0.0170012723767323,4.6,-3.822121282019797
1997-02-01,0.0204983732270269,4.0,-3.822121282019797
1997-03-01,0.0183963508736937,4.0,-3.822121282019797
1997-04-01,0.0203303299808652,4.1,-4.11419433311746
1997-05-01,0.0183794743578253,4.2,-4.11419433311746
1997-06-01,0.0205041958847544,4.1,-4.11419433311746
1997-07-01,0.0224583570310734,4.0,1.1616781170668666
1997-08-01,0.0186059110685379,3.8,1.1616781170668666
1997-09-01,0.021034281738876,3.7,1.1616781170668666
1997-10-01,0.0201191731498964,3.5,-0.1945525905491685
1997-11-01,0.0217336821574729,3.5,-0.1945525905491685
1997-12-01,0.0214509257442756,3.4,-0.1945525905491685
1998-01-01,0.0210545868633031,3.3,1.1916724933462852
1998-02-01,0.0219547085926068,3.2,1.1916724933462852
1998-03-01,0.0252516827885767,3.3,1.1916724933462852
1998-04-01,0.0249216638112805,3.4,0.1998002662673137
1998-05-01,0.0262900869746696,3.3,0.1998002662673137
1998-06-01,0.024697139317749,3.3,0.1998002662673137
1998-07-01,0.0225316391425183,3.2,-1.356609952671839
1998-08-01,0.0244132992949319,3.0,-1.356609952671839
1998-09-01,0.0249692471532325,2.8,-1.356609952671839
1998-10-01,0.0254469088160167,2.7,-3.669226679992299
1998-11-01,0.0246736724895919,2.9,-3.669226679992299
1998-12-01,0.0258020713317179,2.8,-3.669226679992299
1999-01-01,0.0244050239941229,2.7,-4.234503595735806
1999-02-01,0.0204373419271277,2.7,-4.234503595735806
1999-03-01,0.025337662619866,2.9,-4.234503595735806
1999-04-01,0.0258141120111474,2.9,-4.281999718292884
1999-05-01,0.0245050323644226,2.9,-4.281999718292884
1999-06-01,0.023758826853621,2.8,-4.281999718292884
1999-07-01,0.0223819523498871,2.9,-6.343344090680247
1999-08-01,0.0184089868658183,3.1,-6.343344090680247
1999-09-01,0.0193366000972163,3.4,-6.343344090680247
1999-10-01,0.0189645509239237,3.4,-1.7320860942630745
1999-11-01,0.0211854497002699,3.4,-1.7320860942630745
1999-12-01,0.0199142126326146,3.4,-1.7320860942630745
2000-01-01,0.0232130376788335,3.4,0.513611812176773
2000-02-01,0.0248859028953676,3.4,0.513611812176773
2000-03-01,0.0157789210150767,3.3,0.513611812176773
2000-04-01,0.0180746539836249,3.2,3.4803922194692305
2000-05-01,0.0208775988001237,3.0,3.4803922194692305
2000-06-01,0.0222366243847762,3.0,3.4803922194692305
2000-07-01,0.0217774565238757,3.1,4.670899796560768
2000-08-01,0.0292041901463981,3.3,4.670899796560768
2000-09-01,0.0271100536837298,3.3,4.670899796560768
2000-10-01,0.0264134949568841,3.2,4.717382409231163
2000-11-01,0.0274026388165786,3.3,4.717382409231163
2000-12-01,0.0260875346326789,3.4,4.717382409231163
2001-01-01,0.0300277936912829,3.4,3.9181305062794713
2001-02-01,0.0337550793409926,3.4,3.9181305062794713
2001-03-01,0.0339197446061172,3.2,3.9181305062794713
2001-04-01,0.0308772712188192,3.2,1.3986241974739857
2001-05-01,0.031581253058361,3.2,1.3986241974739857
2001-06-01,0.0286381570580296,3.4,1.3986241974739857
2001-07-01,0.03298827907801,3.4,-3.3285977633466857
2001-08-01,0.0297184655568711,3.5,-3.3285977633466857
2001-09-01,0.0286023180858867,3.6,-3.3285977633466857
2001-10-01,0.0307455017029329,3.7,-5.958349730802404
2001-11-01,0.0290751643624815,3.6,-5.958349730802404
2001-12-01,0.0331612407426513,3.6,-5.958349730802404
2002-01-01,0.0238070167387416,3.6,-6.302898782168498
2002-02-01,0.0175778127935393,3.8,-6.302898782168498
2002-03-01,0.0217064988193875,3.7,-6.302898782168498
2002-04-01,0.0216319781193288,3.8,-9.461597637484864
2002-05-01,0.0237562697902991,3.7,-9.461597637484864
2002-06-01,0.0242684315663561,3.5,-9.461597637484864
2002-07-01,0.0213634936723163,3.4,-7.671491758086191
2002-08-01,0.0174676157873694,3.6,-7.671491758086191
2002-09-01,0.0155949235130545,3.7,-7.671491758086191
2002-10-01,0.0170755362907435,3.8,-5.452980945939689
2002-11-01,0.0158345250183717,3.8,-5.452980945939689
2002-12-01,0.0133487396080385,3.8,-5.452980945939689
2003-01-01,0.0231876162397508,3.9,-4.726980947672388
2003-02-01,0.0243125156113919,4.0,-4.726980947672388
2003-03-01,0.0169217890204809,4.0,-4.726980947672388
2003-04-01,0.0149220591277785,4.2,-0.9863093655171796
2003-05-01,0.0092089952193799,4.2,-0.9863093655171796
